2489.1,-1647.3,-4403.8
7507.2,-2777.2,13925
3882.4,-1651.8,15742
-8684.1,5634.4,10838
-1612.7,3349.6,-4678.9
-2235.9,1528.1,14720
19692,-12775,-9786.7
-8923.7,-4383.7,-24971
-10369,-277.67,-6631.7
-9963.1,5554.3,-1342.5
-8106.9,456.21,-12324
10642,-8655.4,-7002
4808.2,-8374.6,19447
-5120.4,600.74,11021
4860.4,-1103.9,10253
-7155.2,1707.4,8692.1
5404.6,-4262.7,5715.1
5294.7,3818.8,-2803.5
7555.6,5392,-2912
-1403.5,11647,-12144
-7900.2,2191.4,-7184.5
-8387.6,841.83,-7324.9
-339.5,1999.9,-8812.9
10967,2307.1,-4326.1
8004.3,-14124,14257
1234.6,-2266.9,17115
-17944,10810,10818
4180.9,1222.4,3094.5
5612.4,1506.9,-6739.5
-299.67,-9492.5,12290
20838,-6608.8,-12908
-18100,2042.2,-21504
-18144,4673.9,14.683
-6290.3,5029.5,-6488.2
7425.5,-5261.7,-7444.9
5205.7,-8299.6,7422.6
2246.5,4169.5,10229
-11229,-2492.5,18326
-204.35,-19370,11258
25000,-7698.4,-8079.2
11345,13543,-7608.8
-5616.1,13369,-9192.8
-22376,-549.69,-142.72
-189.4,3454.5,-1735.2
13778,1631,-4089.6
-3838.7,-51.166,-41.093
-11599,-4754.9,9022.7
-370.06,4467.4,-4372.1
15718,5712.8,-2586.2
631.81,3879.5,-179.58
-4290.7,-3412.6,4255.1
-3180.4,-3726.8,1438.2
-4205.7,-1407.8,3131.4
-3931.9,1926.1,-116.42
2970.3,598.11,-6084.5
10536,-9303.3,-3079
1277.5,-443.21,-3499.1
-2406.5,2523.4,2453
-6468.5,4780.1,6133.4
-3699.3,1361.3,-1616.3
3323.1,-663.05,-8775.8
14428,-8152.2,367.36
2898.6,3248.6,442.18
-2997.4,4712,2278.4
-12353,6309.3,2899.6
-5629.1,3876.9,3604.1
-340.95,4322.5,-4723.4
10190,-22541,5038.2
1294,-4676.4,-4370.6
-1288,6363.6,-1567.2
-10191,16185,7419.4
-330.25,7940.2,-3703.7
2417.1,-28007,3202.2
6324.7,-9431.2,-3117.9
11230,4640.4,-7753.2
-15372,22641,6403.4
544.16,1279.6,-10036
-3482.3,3900.7,-758.4
4216.8,-16711,15398
4128.5,-8846.1,-51.891
187.91,3269.3,-7100.2
-712.81,8724.4,-3611.4
4001.3,20754,-10359
-16122,-31323,14519
-5440,-20080,12995
23548,-7381,-6768.2
3884.8,20586,-1862.9
-11021,4036.6,-3651.8
-10964,250.93,1580.7
12145,13718,-1157.1
5293.7,1991.9,-234.39
-2036.6,-1615.9,-1396.9
-8611.9,-6248.4,-1889.8
-13815,-2872.3,-456.92
23144,14507,10486
722.18,4773.1,1676.1
-8839.3,-2553.8,3841.6
7935.7,7534.7,-4887.3
-343.8,-4704.3,-7385.6
-2494.9,1822.7,1610
-8703.7,7871.4,-5550.8
5504.7,-25869,5844.9
1879.8,-7543.7,-1220.1
-1431.2,2687.8,-3902.6
-4558,14151,3773
-2802.1,13819,-894.68
4486.8,-21521,-3781.5
8025.7,-12891,-2509.1
1859.8,4159,-8449.2
774.91,6638.1,-1435.9
-12313,24143,-4299.5
9680.4,4881.8,-11568
-11215,-13535,29410
3498,-5468.6,4384.1
4031,4291.2,-6481.4
-2818.3,8361.7,-11605
6483.3,13146,-16691
-15862,-24890,28153
-1530.6,-8130.3,9405
2953.3,-9782.7,4086.6
5559.9,5055.2,-13099
-9600.5,2112.9,-18551
9356.5,4422.9,-14923
-2532.5,7648.9,37017
6454.8,-775.93,1317.8
-4205.9,1803.9,-6330.3
-4770.1,104.86,-10738
1919.8,612.05,-12830
-1332.4,5252.6,29311
9085.9,2059.4,12685
7979.5,268.26,-1870.3
-5909.1,-4779.3,-13958
-3584.5,7370.1,-1983.1
-6348.8,8935.7,-7935.7
-260.48,-15996,-6012.8
-9474.4,-15615,14029
-495.56,-16320,-1549.7
403.15,-1784.2,-9511.4
3891.2,8352.1,-3760.5
54.07,11908,2324.5
2763.6,6440.7,1481.5
12898,4710.1,7975.3
3995,6402.1,1427.2
-3902.3,2533.3,1448.8
-7008.3,-472.46,-7030.5
2844.9,6123,2194.4
-3087.1,1554,-8725.7
-1388.3,-25685,9168.8
-644.71,-17242,-375.49
-541.2,2000.9,-4943.3
-5800.8,3347.8,-2407.2
-8335.8,3421.7,-11737
25899,10521,15128
5891.9,7067.8,6256.4
-6123.6,6512.7,6151.3
-1482.4,-3476.6,-2671.1
-4749,-187.31,-4641.5
-2157.9,6410,-1184.6
-55.505,7758.7,-6969.8
2397.1,-33141,5528.3
-1593.2,-2682.4,-1979.2
-2033.1,6728.9,-2346.7
-2919.6,15329,1500.6
3569.8,14657,-10740
-14431,-30061,11607
-8791.5,-22016,-14661
24587,-8797.9,8666.4
14622,11825,9586.5
-2069,23713,1891.4
-20769,-10527,-10836
-8935.7,9775.7,5596.4
22281,7928.3,4282
2891.2,-464.58,-4398.6
-3884.6,389.86,-1928.2
-9088.4,-4054.4,-5266.2
-2530.5,9220.2,4561
11967,6544.2,7152.2
1878.1,-44.728,4715.2
676.46,-49.531,9514.4
10887,2963.4,-5034.7
-5273,3338.9,-9620.4
370.64,8815.2,-10199
-21066,-39155,17755
7430,-1728.3,-4544.2
-209.53,1067.1,-2349.3
557.81,9359.9,-2661.2
465.37,11756,227.98
2984.3,22478,-16383
-13460,-39895,31579
831.83,-13861,1873.9
708.84,-1664,-11336
4966,6710.1,-5804.7
-11740,6007,-352.96
-1585.7,2470,-4919.4
17406,3016.1,17521
920.83,929.59,68.855
-3391.1,2265.8,-3881.7
-7073.3,-1432.4,-8282.5
8148,9943.2,3141.7
7972.2,4270.6,12309
-1765.3,3747.6,1964
-1496.8,-390.84,-5512.5
-4457.1,5405.1,-11338
2544.7,-265.83,-19885
107.18,-23194,7327.1
-7730.2,2375.8,42915
-2620.2,-27290,18023
3274.2,11181,-31845
-8317.4,19121,13917
6058.2,22867,-7606.1
6774.8,-24048,-12685
-9467,2767.1,-4497.8
4934.5,-3148.2,4144.1
147.92,-654.64,412.98
965.27,1646.8,-199.66
577.25,522.19,-221.26
-570.78,122.12,-759.84
742.87,-468.23,365.26
-456.82,-417.81,63.983
-230.66,-744.61,478.66
-1009.9,-34.563,511.74
5236.9,-9337.4,-6790.3
1118.2,605.07,-6212.4
-4310,13451,8522.7
-2751.9,8567.6,8368.7
5860.7,8553.3,1076.8
2655.9,3694.8,-16730
-16675,-17636,1983.4
739.43,-10434,21161
397.77,-5871.2,-736.53
6859,-156.11,-5562.5
278.94,1635.9,-6147
3085.9,3365.8,-2316.9
2475.8,259.38,-2495.1
-2584.5,7673.7,-2296.7
949.02,1364.2,9894.6
2039.1,-7.9197,-716.89
1082.5,990.55,1767.8
331.3,4323.5,598.44
-3317.1,10978,668.83
-17809,-6040,-7164.5
7289.8,-15031,1218.6
146.98,-4618.8,7567.7
-200.89,-2001.2,195.8
2271.1,-7358.5,-3609.3
11142,1468.2,-6188.1
7012.9,2938.5,-3316
3747.1,8132.9,-1816.4
-6491.8,6886.1,-235.64
-8335.4,3489.6,8073
-3336.7,7401.8,1453.8
-8387.9,4394.7,-2704.2
-8032.6,-6346.1,-11234
4564.4,-19191,14096
3055.7,-354.1,-1502
3435,-3524.7,3338.8
4492.5,-1770.4,-1604.7
6202.3,-411.64,-851.8
4705,2908.8,-2938.4
4629.1,3098.1,2038.3
-1941.6,7563,-3760
-3153.2,6870.2,-3194.4
-3253.4,13689,-5432.1
-16639,-16469,-21259
1980.5,-12965,28324
-11136,2136.3,15017
6277,-12148,-3009.4
15523,-5433.4,1013.5
8444.8,9220.6,-3270.3
2321,9971.7,2416.2
-3237.4,6718.8,-5037.7
-3620.2,8054.3,-3506.9
-4717.7,4513.9,-7626.5
-5596.9,1981.8,-11287
-22670,-13934,18006
1328.8,-15415,3245.6
4703.6,-6411.8,9672.1
15159,-2692.2,983.05
12190,5019.9,-4209.6
1561.3,7225.8,4549.3
-3277,8392,-6645.4
-4825.4,6798.8,-1268.6
-2751.5,5651.5,-5641.1
293.46,1032.1,-6972
-2893,-814.51,-14261
-8155.4,-31046,-294.79
-9188.9,9617.5,20434
1511.4,-5425.9,6061.2
8672,-3159.6,6243.3
12356,1327.7,5832.5
5939.2,12447,4149.7
4728.7,8953.5,-5045
-2413.7,4284.1,-7124.5
-7342.3,-5301.7,-7757.3
-6331.3,1891.5,-334.95
-3315.3,5599.9,985.35
1066.2,15163,-2325.5
-2219.9,-44915,9268.9
6346.3,-3779,-3660
540.71,7968.7,-3955.1
-8910.2,24079,6450.3
-312.78,12678,-7421.9
-3198,-49141,9567.8
2158.2,-10203,-11679
-371.32,8638,2453.2
930.34,13770,6835.8
-17922,6711.2,3457.9
2248.7,11404,-8922.2
19207,-17863,-3166.2
8772.9,-10232,7801.4
773.68,1821.3,-5145.5
-7394,7070.8,-1405.3
-12664,6948.9,302.89
-8916.8,11237,-8038.5
21893,-21787,4946.2
13742,-814.41,5261.7
1320.2,4976.3,-983
-4257,4194.2,-419.71
-7701.5,3978.3,-4463.9
-10853,14376,4865.5
14358,5306.5,-5729.5
-7864.4,-33552,5448.8
-6118.7,-11140,1521.9
-1577.3,3718.3,-6664.2
-126.77,14125,-3127.4
3504.6,27711,3618
-3411.5,-37583,-8843.5
-3477.4,-23009,24160
7469.4,-5022.6,-7666.6
-2820.7,19305,-9224.3
-14376,16015,7709.6
4220.3,6914.4,-10047
21435,-18776,14816
6686.9,-3058.2,-3425.4
-5269.7,3827.6,-2646
-13332,9987.7,1335.1
-12571,13734,-5987.6
26419,-18040,-653.61
11603,-12784,13216
6765,6337.9,-3204.8
-4009.9,5560.1,-4567.7
-9449.7,7438.3,-2284.2
-1838.8,19480,3966.6
9888.8,-11951,-11247
-14632,-24093,12952
2695.9,-1371.2,-1359
-279.03,7400.4,-2235.3
-712.98,16208,-1614.2
12366,19371,-12634
-31179,-42016,24239
3849.4,-10341,-166.64
5127.1,7499.9,-5287.1
-7277.8,18211,2039.1
-6966.5,11365,-8108.6
17501,-5381.9,-13150
918.75,-16516,20581
3544.1,2566.7,-1025.6
189.49,5964.3,-133.49
-7662.9,6674.6,-6523.2
658.51,11198,-14460
4106.7,-18837,21193
12050,-5196.2,1232.2
2791.2,8212.2,-241.65
-1417.6,6192.1,-2868.1
-10287,5902.7,-4848.3
-3371.5,12068,208.03
4635.9,-2629.3,-9329.2
-8229.3,-25227,12937
3199.4,-491.79,-1013.2
769.43,5769.3,-2667.2
-769.8,8508.8,-3962.9
4097.4,26252,-4704.5
-28229,-44692,19960
6919.9,-12480,-248.72
6373.4,11190,-7231.2
-5633,10067,944.3
-9279.5,11349,2109.4
6458.4,9766.5,-8147.8
15796,-25189,16561
6416.7,-4677.1,-7687.5
-3036.3,5307,-3040.6
-10602,9340.6,1298.8
-7740,9347.6,-2446.7
12997,-9612.9,-2926.9
13514,-7622.8,6122.7
-880.42,3943.6,-2964.5
-6431.7,9313.1,1436.4
-3987.8,9005.7,-2124.8
5239.2,7188.1,-3189.7
-11243,-23559,4284.1
-5196.9,-6323.6,3538
2484.1,1351.5,-2219.5
3300.7,7022.5,-2604.7
236.25,11402,-3028.9
9682.6,3995.3,-4877.7
-17634,-20239,10728
-1808.7,-1651,-802.88
94.638,820.71,-2926.3
-1971.5,8481.8,-4143.7
2494.1,4750.7,-1721
10762,-6778.7,3926.9
12558,69.016,6388.5
3441.5,503.95,-671.7
-3196.3,-304.21,-4001.2
-2503.2,6055.3,-5190.8
-906.87,1903.2,-3760.7
-5704.6,-2711.3,4157.4
-14250,-9864.5,11405
-2792.2,-5035.2,-975.35
1514.2,3673.9,-3365
-1441.4,6280.8,-4700
3377,5032,-3055
7569.9,-4031.2,3222.1
6848.5,-8016.7,7669.3
6403,507.43,-799.7
1684.5,3671.5,-3573.4
313.76,6573.1,-3243.4
-2918.4,5561.8,-7407.7
-4756.1,-3806.4,3587.1
-7114.6,-5999.9,7466.9
-5918.7,-4989.2,2492.2
-3982.4,-336.27,-4991.5
-3725.2,-1155.1,-7195.6
9240.9,7509.1,4010.9
4171.4,9.4549,4235.7
6210.9,-2196.7,4664.2
6317.3,-878.31,88.53
2563.4,6256.1,-5842.7
1796,2625.9,-6852.5
2038.8,175.08,-2020.1
-5446,-5905.8,3015
-13812,-1012.6,8089.4
-8605.2,-4209.4,2796.5
-2552.5,-3515.2,-1122.7
-1598.6,-2627.3,-4663.1
11875,10533,-1512.8
6317.8,2203.8,7316.9
9670.1,4302.6,10616
5228.7,778.4,-3525.4
-1318.3,-897.43,-9221.5
-2076.2,4218.8,-9601.9
-7264.3,-2688.8,-1636.4
-12225,-11552,14631
-7123.9,-3460.1,2796.4
-745.28,1739.7,1379.2
516.1,10029,-4963.3
4773.8,6195.6,-8000.8
9246.1,-13320,4833.4
4913.8,-1292.4,1062.7
-3528.6,2942.3,-2511
-3449.2,4428.7,-1436.5
-2817.3,4954.4,-4615.1
7217.8,-7041.2,-1239.2
10596,-7509,10273
3156.6,3862.8,-101.44
1900.9,8624.6,6711.9
-2079.5,257.66,-6587.1
-6173,1604.2,-4382.4
-5849.1,1667.8,-763.4
-4833.8,-1989.5,743.48
-3088.5,-11517,6061.3
-1801.9,-481.1,-3865.1
3269.8,8680.7,-1384.2
3723.1,8141.8,-1128
3753.1,2874.9,-8622.6
-18354,-16579,9673.2
-11891,-14945,8771.4
13600,-206.95,9402.3
5963.7,5382.5,-9511
-7988.4,18197,1347.3
7068.3,13204,-5463.8
8818.1,-29870,8035.3
1004,-1245.6,-2166.1
-2363.2,6169.5,-2090.1
-1473.7,4751.4,-3021.6
-2983.4,8034,-5476.9
8520.8,-14722,1675.4
7263.9,-1998.6,10838
314.47,5818.1,2995.9
2663.7,3533.4,4369.2
8446.1,7026.1,-5998.6
-522.25,3681.9,-19131
-24133,-12436,4656.2
-16947,-7459.5,15778
-10216,412.26,-9930.8
10993,3655.6,-6297
-404.58,17198,15273
8424.1,2617.4,-9577.2
15940,-24979,6692.1
5669.7,-869.69,-8419
2856.7,6742.6,-1035.2
-5085.2,9806.1,-243.16
2095.9,9719,1753.1
-2679.4,1493.7,-5107.2
-21059,-22090,10650
-4441.5,-3518.6,569.06
-2015.6,-562.95,-1778.1
584.24,7145.9,-1192.8
7373.4,11113,-989.56
8075.8,-13580,1665.1
8921.4,-4181,1859
3679.1,5748.3,-1451.9
1213.6,6169.4,-1819
-2193.7,3842.9,-5179.6
-3745.5,3677.2,-2676.2
-3825.6,-4015.8,3187.7
-17956,-12198,11324
-147.44,-6872.6,1583.9
-238.53,7129.6,-4231.6
-3600.6,14074,-4561.1
8425.5,-1110.9,-5050.6
6198.5,-8933.7,5511.8
6200,-10483,853.33
7307.3,4125.6,-9218.4
-2499.4,14078,-3107
321.16,9031.3,1098.4
2393.1,-1876,1819.7
-4963.8,-8523.7,2078.5
-15243,-4522.4,4133.2
-3557.4,-626.33,-5269.2
-8479.4,-1336.2,-7151.9
4483.7,-2519.5,4265.8
1121.9,1539.7,11639
16575,-3469.9,7731.3
7017.5,7346.2,9996.1
-4286.9,9543.5,523.56
-2015.3,6910.3,10075
23816,-13139,-5781.5
-13888,8805.6,-24770
-14729,-12383,-3044
-6967,-1327.6,1284.6
-3485.7,-5350,-3079.6
-2226.4,263.09,-5613.4
-274.71,-331.09,-5622.4
110.21,1481.4,-4357
2023.7,4784.4,3835.6
2606.4,726.98,2209.1
-267.39,-3029.4,1846.2
2012.4,404.82,2080.6
2196.3,6681.1,-10552
4195.9,-4327.9,18370
-2746.4,-7065.7,761.78
2571.7,5274.3,-768.13
1195.1,-3562.6,-5448.6
1514.8,-3280.4,6427.4
1754.1,8100.7,15286
-1852.9,8397.2,8875
2990.6,-2883.2,-1131.7
236.55,184.65,-11787
680.44,1379.1,-4310.5
3798.7,-639.17,-2377.3
5477.1,15039,-1254.2
-9484.1,-1053.3,-25917
-5623.8,-15301,16823
-2219.7,-819.28,1886.4
1669.5,316.87,-2173.3
4727.9,655.72,-5870
-16211,-11082,10773
-5956.3,-9151.5,-8448.8
873.39,7421.8,-12949
5318.5,16010,8310.8
1223,-3869,-6725.7
6126.5,691.75,4528.5
5225.4,-4285.1,10776
4547.8,1127.2,7612.8
-350.44,3266.8,-3172.1
119.53,1526.4,-9976.9
9044.1,945.71,2651.4
-10020,6636.1,22071
4431.5,4501.7,12033
6261.8,-3552.8,-3430.3
3866.8,-3874.3,-9735.9
1910.2,2121.2,-7263.5
600.2,9260.7,-3973.5
1206.9,11915,-8731.3
-18355,-28547,6955.6
-6285.3,-561.14,2961.3
-89.263,1473.1,-1359.2
6402.6,5389.3,-1165.5
9615.5,-327.32,-8246.2
-23437,-8179.8,12982
-3485.1,-8890.2,-5048.9
1787.3,3744.3,-7536
-468.64,6865.7,-4693.5
-1808.5,6013.7,-6887.3
15666,-8860.7,9412.7
5874.3,1115,13991
572.16,-3938.5,1401.8
-1138.7,8741.2,-1742.3
888.89,-3240.7,-6439.7
-5448.9,3004.2,-14699
15673,-3237.8,13301
-3659.1,9187.2,18197
-347.66,2630.1,9571.3
2357.6,-3428.1,-929.79
1796.1,33.017,-5562.5
5229.7,4462.7,-10342
-1140.6,14965,-6527
-12816,-13871,-5694.6
-5462,-12012,6313.4
460.92,8.4215,-374.24
953.24,1717.2,-2340.6
1344.4,4280.6,-5000.2
-19805,-13858,13691
7068.4,-13105,-6636.4
2036,8894.6,-9339.8
1579.5,7731,-5541
-2474.9,12465,-5142.6
12693,-14264,18477
2168.3,1100.2,9836.8
250.58,4250.9,-2781.2
256.2,-672.4,-4790.3
-1243.1,1575.7,-10952
8870.3,3389.7,-4429.5
-4133.5,-8516.5,11666
-16976,333.76,13084
-11730,-10889,3632.1
13736,-10089,14287
16776,9739,4819.4
7089.1,11443,-4122.1
-397.06,8510.7,-3163.7
-7106.5,4401.3,-6055.6
-2988.2,1957.4,-4536.6
-1928.3,237.32,-2565.9
1206.1,1538.8,-2865.6
1278.8,3202.9,-2013.5
-2096.9,5432.8,-7643.5
-9140.8,136.53,-8398.7
-13191,-21761,7606.1
-2877.6,-11305,704.24
-2697.6,-18503,20325
25396,-20055,2360.3
21109,21599,-1573.7
-1962.8,18008,-1054.7
-4985.1,7436.1,-1196.6
-2781.2,6156.7,-7445.8
-11125,-1310.8,791.28
-2107.9,3006.7,-1084.9
-10289,-1161,-3632.2
-5390,-8456.8,-6675
3000.1,-9324.6,6363.5
-3014.4,4313.6,13524
-5522,9479.6,5362.5
3438.9,6033.8,-8892.3
17565,-23314,-2349.8
3165.2,-753.73,-4323.5
-7848.3,5196.7,2603.7
-9996,11462,5233.4
5887,-1493.1,-11509
16352,-11914,6394.6
8479.3,-3460,-6134.3
4901.7,2470,6848.9
-8691.8,5235.4,-2.3612
-5524.6,9618.2,10710
-1410,8887.1,-3561.2
330.16,-10593,-11798
-8686.3,-13191,1359.9
-3872.2,-2988,-4225.4
4927.8,5658.9,-1306.5
5458.1,23629,16777
4988.7,706.73,-17564
-9073.5,-8694.7,-10006
-22423,-3709.8,-1495.2
-2783.7,-12279,6161.7
-2537.9,-15193,10105
14287,-10521,11159
29999,3684.7,7787.5
10135,22218,-8128.8
-10892,13225,-4414.2
-2548.5,3076.8,5621.6
-7568.1,1879.1,-3490.6
2533.4,2354,-1504.4
9.9702,397.75,-2083.8
-1756.8,784.63,378.19
-1975,1414.4,-2206
-2575.9,2101.8,-1750.6
-5597,717.74,-3589.8
-6749.2,-11213,2963.9
-5368.6,-10965,2774.1
9711.7,-9463.4,429.38
8051.1,-3023.4,-5257
7744.5,7313.6,-4111.8
4957.4,7145.6,6693.4
-1689.2,5881,-441.11
-2704.3,2498.4,-1356.4
-2072.9,2715.5,-1745.5
-11210,-302.45,6823.9
-5801.1,2927.7,3276.8
-6692.8,1623.9,-2358.9
6801.4,3666.5,-6281.7
13789,-20555,5548.2
2116.3,-913.95,-2855.3
-5706.6,6543.6,633.49
-5473.4,8382.9,2951.8
-0.2536,4255.2,-7412.4
11042,-16602,4930.9
5577.5,-3540.6,-2318.1
2640.2,1131.6,1817.9
-1497.1,3739.9,1591.2
-9292.7,10573,7931.7
-939.72,7474.7,1102.4
-888.19,4443.7,-10126
-1441.1,-27618,3405.5
-489.21,-1557.5,-3341.9
650.85,3869.3,-193.21
-372.28,13502,6353.4
-200.7,8773.7,-6062.5
2998.7,-23602,5657.2
1506.7,-15712,-7321.7
4066.9,2838,-1293.6
