549.95,-806.54,367.08
887.74,-500.69,1.3938
-385.59,344.47,-427.57
-795.42,1183.1,-812.85
954.6,476.11,-1306.6
1451.6,-595.91,393.29
1328.3,-120.77,610.52
1329.7,-128.45,621.21
1136.2,287.64,145.48
530.28,1222.3,186.16
732.79,1897.6,270.21
-955.53,-45.811,-418.67
-440.34,-1153.7,-13.274
-138.56,-1011,-116.21
61.03,595.37,-164.78
153.59,1514.5,55.085
-457.95,-142.01,122.92
-1050,-1335.4,176.51
-943.22,-1203.2,28.825
-994.06,-521.74,-427.32
-1266.3,672.66,-340.6
-1100.2,559.38,-853.3
715.64,-229.98,-415.23
1450.5,-210.07,99.041
1330.9,83.208,430.73
1236,486.24,-113.19
1013.2,1386.3,-506.79
690.72,637.59,-607.83
-1374,-986.1,862.09
-1308.8,-1137.6,698.38
-1474.4,-928,-12.181
-1869.7,278.5,-586.73
-653.39,1277.4,-1699.6
533.51,-424.65,644.05
1722.5,-876.24,748.19
2103.1,-72.204,524.9
1153.1,710.64,-533.27
1059.6,1985.1,-927.27
1297.8,607.05,-1149.1
-1288.5,-62.131,358.23
-1747.4,-922.66,1250.4
-1657.3,-1758.2,901.03
-1325.6,-694.19,-446.77
-1286,943.55,-712.22
83.704,468.61,-300.69
1207.8,-1052.3,642.68
1765.5,-511.42,415.74
1008.2,469.09,-76.975
784.71,1545.2,-385.52
977.42,1556.6,-896.18
578.76,64.673,-561.69
-1114,-566.73,158.84
-1780.4,-1132.6,424.73
-1644.7,-1364,239.5
-811.23,-1245.7,137.54
-741.83,355.15,-404.01
-689.53,593.11,-659.09
939.87,-478.08,897.7
1618.6,-350.18,528.14
1133.8,545.66,-195.72
779.1,1204.4,-1266.8
1513.2,1254.2,-1895.7
-285.94,-596.55,-1124.6
-2611,157.9,2620.5
-318.33,-2206.3,3705.4
387.86,-1096,1025.5
-833.34,319.92,1264.7
-1160.3,1598.3,730.76
490.7,0.61198,218.35
572.5,-1057.9,-300.03
282.22,-741.3,-453.5
-590.06,644.73,612.14
-591.18,1499.1,142.78
64.75,-204.74,-775.88
1205.7,-1268.4,-1239.4
1313.7,-985.68,-1524.7
869.66,157.72,-265.15
755.18,870.34,523.27
877.31,1735.2,846.29
1058.5,1859.7,-38.535
-331.3,-1303.9,357.87
-760.84,-1416.9,-320.64
-324.57,-661.33,-55.388
-3.2312,689.01,436.54
144.78,1500.8,199.14
-161.76,259.19,-373.26
-884.62,-1907.6,-646.11
-1063.9,-1483.8,-961.31
-1366.6,271.13,-563.25
-1694.5,652.8,-1171.8
-923.16,575.05,-1494.3
-185.79,89.166,-151.47
80.242,-440.85,738.44
391.29,-489.47,478.45
-63.457,125.73,-276.7
-252.61,815.93,-1027.4
419.21,-65.772,-199.25
1268.7,-477.73,734.5
1663.6,76.185,911.83
1653.7,981.75,310.62
1857.2,1297.9,-708.33
1003.2,715.5,-1013.1
187.35,82.273,-152.29
-719.52,-306.47,590.36
-457.41,-718.77,622.91
-106.75,-306.66,31.367
230.22,651.85,-684.24
330.53,784.08,-884.8
-325.44,9.653,63.037
-2095.6,-1008.4,390.7
-2098.4,-1655.2,478.95
-1498.8,-853.16,-108.66
-1155.2,-160.46,-1043.1
-269.41,263.49,-324.94
629.21,-433.91,971.98
1557.2,218.4,1188
1485.1,582.76,359.92
1266.2,877.14,-558.98
1445.2,846.58,-934.31
604.4,397.54,-858.28
-1158.2,-287.78,643.71
-2018.9,-1095.3,1188.9
-1283,-1175.5,1315.1
-942.72,-270.26,646.51
-852.05,999.09,47.709
-216.46,340.22,-357.88
1036.3,-619.8,547.24
1656.1,-675.2,242.26
1553.1,-200.27,117.01
1107.8,455.74,65.556
1140.1,1184.5,38.779
502.66,861.27,-98.589
-1456.1,-973.01,321.47
-1651.3,-1178.4,-33.14
-1280.8,-779.91,106.25
-1219.8,327.83,371.21
-946.93,1348.8,246.85
338.36,-638.73,208.68
1306.4,-841.94,-62.325
1338,-420.93,-514.31
777.11,411.96,-178.98
797.36,918.07,-6.2805
995.64,1475.8,90.62
566.41,613.03,-56.648
-579.84,-827.78,210.97
-1028.9,-777.7,85.466
-1118.3,-820.74,104.46
-1159.1,-663.41,33.458
-1130.5,629.84,402.96
-238.46,265.12,-29.985
862.28,-566.73,-66.909
1110.1,-474.99,-383.16
843.76,191.84,-107.81
603.66,877.95,294.44
518.59,1476.2,405.62
828.71,868.66,193.25
-729.39,-905.9,370.96
-1375.7,-1481.3,271.11
-1005.1,-1408.9,-298.54
-736.66,-192.18,251.58
-761.9,784.27,557.2
262.52,-81.889,-203.44
872.87,-349.81,-530.85
1099.9,-43.161,-446.31
800.74,600.29,40.589
587.51,1107.7,303.7
640.86,1514.5,383.28
-72.283,-152.7,35.305
-1200.3,-913.19,176.86
-1095.6,-1227.3,160.02
-824.57,-556.87,90.459
-714.73,148.49,35.693
-582.49,921.2,241.95
526.38,-663.85,-337.87
1036.9,-577.85,-758.57
1050.7,46.873,-735.02
267.93,916.71,30.933
297.24,1411.3,244.91
20.865,553.48,29.285
-720.13,-902.85,-99.028
-828.15,-1361.2,-448.43
-422.35,-1449.7,-1086.7
-820.04,-210.12,-755.52
-485.94,222.36,-162.76
535.52,44.655,196.1
942.33,353.22,42.366
646.61,832.73,-86.512
653.81,1462.2,-371.74
967.38,1806.8,-821.17
524.85,1544.9,-1286.2
-1417.9,-483.07,563.46
-937.04,-2033.4,901.62
-367.73,-1816.1,201.64
-885.54,-696.67,-362.54
-1618.1,1082.4,-973.65
-68.798,52.974,219.41
964.13,-729.07,643.17
1229.2,-389.24,25.191
700.67,979.8,-124.62
853.3,1591.6,-847.64
1213.3,1298.3,-1673.9
22.128,-483.4,-2221.6
-1318.3,-579.54,296.05
-1127.9,296.31,1956.4
-536.88,-38.238,2126.2
-412.51,-439.57,2000.1
166.07,-849.09,1773.6
892.67,-568.69,616.18
928.42,-54.136,-787.62
-286.21,522.13,-1666.2
-469.64,495.65,-1795.5
-304.81,176.43,-1400.7
-376.06,57.646,-670.5
611.35,-22.48,335.74
718.68,497.07,1476.5
146.65,267.93,1947
174.31,-479.45,2239.9
1375.4,-997.05,751.57
693.98,-278.42,-551.5
292,230.22,-881.49
-91.352,873.54,-1439.2
-506.32,551.08,-2219.1
-401.54,-195.2,-2098.9
-1572.2,-528.5,-1392
-1463.7,-2180.2,-337.94
-254.24,-1298.8,958.75
-1019.8,-507.1,1552.6
-1002.3,-1013.2,1782.9
47.315,-1523,2029.4
1135.1,-369.34,1157.2
724.56,669.17,542.44
-355.76,1127.5,-278.1
-595.3,1087.2,-1508.2
-203.91,614.9,-2284.5
615.69,-10.354,-1755.6
1010.2,-84.171,-252.51
468.22,927.25,778.49
-9.2437,1327.8,1334.5
-150.09,1596.9,1569.6
307.55,467.92,2410.4
1984.5,-606.2,768.08
793.38,-254.38,-1013.3
-486.18,101.53,-855.03
-1267.7,520.59,-1293.3
-1122.8,299.79,-2625.1
-592.23,-1137.3,-2268.8
-190.37,-1144,-1380.2
-559.57,-1671.1,-224.75
242.12,-1322.1,656.8
-531.61,-1279.1,1410.6
-34.092,-1627.9,1860.9
1019.8,-1352.2,1927.3
1050.6,-134.4,1571.4
414.07,909.92,401.68
-465.2,991.35,-685.33
-898.92,994.37,-1430.5
-669.05,1198.3,-1918.7
192.99,1006.4,-1197.5
